Postal Code,Place Name,State,County,Latitude,Longitude
02-327,Warszawa,Mazowieckie,Warszawa,52.25,21
02-334,Warszawa,Mazowieckie,Warszawa,52.25,21
02-335,Warszawa,Mazowieckie,Warszawa,52.25,21
02-336,Warszawa,Mazowieckie,Warszawa,52.25,21
02-337,Warszawa,Mazowieckie,Warszawa,52.25,21
02-338,Warszawa,Mazowieckie,Warszawa,52.25,21
02-339,Warszawa,Mazowieckie,Warszawa,52.25,21
02-340,Warszawa,Mazowieckie,Warszawa,52.25,21
02-341,Warszawa,Mazowieckie,Warszawa,52.25,21
02-342,Warszawa,Mazowieckie,Warszawa,52.25,21
02-343,Warszawa,Mazowieckie,Warszawa,52.25,21
02-344,Warszawa,Mazowieckie,Warszawa,52.25,21
02-345,Warszawa,Mazowieckie,Warszawa,52.25,21
02-346,Warszawa,Mazowieckie,Warszawa,52.25,21
02-347,Warszawa,Mazowieckie,Warszawa,52.25,21
02-348,Warszawa,Mazowieckie,Warszawa,52.25,21
02-349,Warszawa,Mazowieckie,Warszawa,52.25,21
02-350,Warszawa,Mazowieckie,Warszawa,52.25,21
02-351,Warszawa,Mazowieckie,Warszawa,52.25,21
02-352,Warszawa,Mazowieckie,Warszawa,52.25,21
02-353,Warszawa,Mazowieckie,Warszawa,52.25,21
02-354,Warszawa,Mazowieckie,Warszawa,52.25,21
02-356,Warszawa,Mazowieckie,Warszawa,52.25,21
02-359,Warszawa,Mazowieckie,Warszawa,52.25,21
02-360,Warszawa,Mazowieckie,Warszawa,52.25,21
02-361,Warszawa,Mazowieckie,Warszawa,52.25,21
02-362,Warszawa,Mazowieckie,Warszawa,52.25,21
02-363,Warszawa,Mazowieckie,Warszawa,52.25,21
02-364,Warszawa,Mazowieckie,Warszawa,52.25,21
02-365,Warszawa,Mazowieckie,Warszawa,52.25,21
02-366,Warszawa,Mazowieckie,Warszawa,52.25,21
02-367,Warszawa,Mazowieckie,Warszawa,52.25,21
02-368,Warszawa,Mazowieckie,Warszawa,52.25,21
02-369,Warszawa,Mazowieckie,Warszawa,52.25,21
02-370,Warszawa,Mazowieckie,Warszawa,52.25,21
02-371,Warszawa,Mazowieckie,Warszawa,52.25,21
02-372,Warszawa,Mazowieckie,Warszawa,52.25,21
02-373,Warszawa,Mazowieckie,Warszawa,52.25,21
02-374,Warszawa,Mazowieckie,Warszawa,52.25,21
02-375,Warszawa,Mazowieckie,Warszawa,52.25,21
02-376,Warszawa,Mazowieckie,Warszawa,52.25,21
02-377,Warszawa,Mazowieckie,Warszawa,52.25,21
02-378,Warszawa,Mazowieckie,Warszawa,52.25,21
02-379,Warszawa,Mazowieckie,Warszawa,52.25,21
02-380,Warszawa,Mazowieckie,Warszawa,52.25,21
02-381,Warszawa,Mazowieckie,Warszawa,52.25,21
02-382,Warszawa,Mazowieckie,Warszawa,52.25,21
02-383,Warszawa,Mazowieckie,Warszawa,52.25,21
02-384,Warszawa,Mazowieckie,Warszawa,52.25,21
02-385,Warszawa,Mazowieckie,Warszawa,52.25,21
02-386,Warszawa,Mazowieckie,Warszawa,52.25,21
02-387,Warszawa,Mazowieckie,Warszawa,52.25,21
02-388,Warszawa,Mazowieckie,Warszawa,52.25,21
02-389,Warszawa,Mazowieckie,Warszawa,52.25,21
02-390,Warszawa,Mazowieckie,Warszawa,52.25,21
02-391,Warszawa,Mazowieckie,Warszawa,52.25,21
02-392,Warszawa,Mazowieckie,Warszawa,52.25,21
02-393,Warszawa,Mazowieckie,Warszawa,52.25,21
02-394,Warszawa,Mazowieckie,Warszawa,52.25,21
02-395,Warszawa,Mazowieckie,Warszawa,52.25,21
02-396,Warszawa,Mazowieckie,Warszawa,52.25,21
02-397,Warszawa,Mazowieckie,Warszawa,52.25,21
02-398,Warszawa,Mazowieckie,Warszawa,52.25,21
02-400,Warszawa,Mazowieckie,Warszawa,52.25,21
02-401,Warszawa,Mazowieckie,Warszawa,52.25,21
02-402,Warszawa,Mazowieckie,Warszawa,52.25,21
02-403,Warszawa,Mazowieckie,Warszawa,52.25,21
02-404,Warszawa,Mazowieckie,Warszawa,52.25,21
02-405,Warszawa,Mazowieckie,Warszawa,52.25,21
02-406,Warszawa,Mazowieckie,Warszawa,52.25,21
02-407,Warszawa,Mazowieckie,Warszawa,52.25,21
02-408,Warszawa,Mazowieckie,Warszawa,52.25,21
02-409,Warszawa,Mazowieckie,Warszawa,52.25,21
02-410,Warszawa,Mazowieckie,Warszawa,52.25,21
02-411,Warszawa,Mazowieckie,Warszawa,52.25,21
02-412,Warszawa,Mazowieckie,Warszawa,52.25,21
02-413,Warszawa,Mazowieckie,Warszawa,52.25,21
02-414,Warszawa,Mazowieckie,Warszawa,52.25,21
02-415,Warszawa,Mazowieckie,Warszawa,52.25,21
02-416,Warszawa,Mazowieckie,Warszawa,52.25,21
02-417,Warszawa,Mazowieckie,Warszawa,52.25,21
02-419,Warszawa,Mazowieckie,Warszawa,52.25,21
02-421,Warszawa,Mazowieckie,Warszawa,52.25,21
02-422,Warszawa,Mazowieckie,Warszawa,52.25,21
02-423,Warszawa,Mazowieckie,Warszawa,52.25,21
02-424,Warszawa,Mazowieckie,Warszawa,52.25,21
02-425,Warszawa,Mazowieckie,Warszawa,52.25,21
02-426,Warszawa,Mazowieckie,Warszawa,52.25,21
02-427,Warszawa,Mazowieckie,Warszawa,52.25,21
02-428,Warszawa,Mazowieckie,Warszawa,52.25,21
02-430,Warszawa,Mazowieckie,Warszawa,52.25,21
02-431,Warszawa,Mazowieckie,Warszawa,52.25,21
02-432,Warszawa,Mazowieckie,Warszawa,52.25,21
02-433,Warszawa,Mazowieckie,Warszawa,52.25,21
02-434,Warszawa,Mazowieckie,Warszawa,52.25,21
02-435,Warszawa,Mazowieckie,Warszawa,52.25,21
02-436,Warszawa,Mazowieckie,Warszawa,52.25,21
02-437,Warszawa,Mazowieckie,Warszawa,52.25,21
02-438,Warszawa,Mazowieckie,Warszawa,52.25,21
02-439,Warszawa,Mazowieckie,Warszawa,52.25,21
02-440,Warszawa,Mazowieckie,Warszawa,52.25,21
02-441,Warszawa,Mazowieckie,Warszawa,52.25,21
02-442,Warszawa,Mazowieckie,Warszawa,52.25,21
02-443,Warszawa,Mazowieckie,Warszawa,52.25,21
02-445,Warszawa,Mazowieckie,Warszawa,52.25,21
02-446,Warszawa,Mazowieckie,Warszawa,52.25,21
02-447,Warszawa,Mazowieckie,Warszawa,52.25,21
02-448,Warszawa,Mazowieckie,Warszawa,52.25,21
02-449,Warszawa,Mazowieckie,Warszawa,52.25,21
02-450,Warszawa,Mazowieckie,Warszawa,52.25,21
02-451,Warszawa,Mazowieckie,Warszawa,52.25,21
02-452,Warszawa,Mazowieckie,Warszawa,52.25,21
02-453,Warszawa,Mazowieckie,Warszawa,52.25,21
02-454,Warszawa,Mazowieckie,Warszawa,52.25,21
02-455,Warszawa,Mazowieckie,Warszawa,52.25,21
02-456,Warszawa,Mazowieckie,Warszawa,52.25,21
02-457,Warszawa,Mazowieckie,Warszawa,52.25,21
02-458,Warszawa,Mazowieckie,Warszawa,52.25,21
02-459,Warszawa,Mazowieckie,Warszawa,52.25,21
02-460,Warszawa,Mazowieckie,Warszawa,52.25,21
02-461,Warszawa,Mazowieckie,Warszawa,52.25,21
02-462,Warszawa,Mazowieckie,Warszawa,52.25,21
02-463,Warszawa,Mazowieckie,Warszawa,52.25,21
02-464,Warszawa,Mazowieckie,Warszawa,52.25,21
02-465,Warszawa,Mazowieckie,Warszawa,52.25,21
02-466,Warszawa,Mazowieckie,Warszawa,52.25,21
02-467,Warszawa,Mazowieckie,Warszawa,52.25,21
02-468,Warszawa,Mazowieckie,Warszawa,52.25,21
02-469,Warszawa,Mazowieckie,Warszawa,52.25,21
02-470,Warszawa,Mazowieckie,Warszawa,52.25,21
02-471,Warszawa,Mazowieckie,Warszawa,52.25,21
02-472,Warszawa,Mazowieckie,Warszawa,52.25,21
02-473,Warszawa,Mazowieckie,Warszawa,52.25,21
02-474,Warszawa,Mazowieckie,Warszawa,52.25,21
02-477,Warszawa,Mazowieckie,Warszawa,52.25,21
02-479,Warszawa,Mazowieckie,Warszawa,52.25,21
02-480,Warszawa,Mazowieckie,Warszawa,52.25,21
02-481,Warszawa,Mazowieckie,Warszawa,52.25,21
02-482,Warszawa,Mazowieckie,Warszawa,52.25,21
02-483,Warszawa,Mazowieckie,Warszawa,52.25,21
02-484,Warszawa,Mazowieckie,Warszawa,52.25,21
02-485,Warszawa,Mazowieckie,Warszawa,52.25,21
02-486,Warszawa,Mazowieckie,Warszawa,52.25,21
02-487,Warszawa,Mazowieckie,Warszawa,52.25,21
02-488,Warszawa,Mazowieckie,Warszawa,52.25,21
02-489,Warszawa,Mazowieckie,Warszawa,52.25,21
02-490,Warszawa,Mazowieckie,Warszawa,52.25,21
02-491,Warszawa,Mazowieckie,Warszawa,52.25,21
02-492,Warszawa,Mazowieckie,Warszawa,52.25,21
02-493,Warszawa,Mazowieckie,Warszawa,52.25,21
02-494,Warszawa,Mazowieckie,Warszawa,52.25,21
02-495,Warszawa,Mazowieckie,Warszawa,52.25,21
02-496,Warszawa,Mazowieckie,Warszawa,52.25,21
02-497,Warszawa,Mazowieckie,Warszawa,52.25,21
02-498,Warszawa,Mazowieckie,Warszawa,52.25,21
02-501,Warszawa,Mazowieckie,Warszawa,52.25,21
02-502,Warszawa,Mazowieckie,Warszawa,52.25,21
02-503,Warszawa,Mazowieckie,Warszawa,52.25,21
02-504,Warszawa,Mazowieckie,Warszawa,52.25,21
02-505,Warszawa,Mazowieckie,Warszawa,52.25,21
02-506,Warszawa,Mazowieckie,Warszawa,52.25,21
02-507,Warszawa,Mazowieckie,Warszawa,52.25,21
02-508,Warszawa,Mazowieckie,Warszawa,52.25,21
02-509,Warszawa,Mazowieckie,Warszawa,52.25,21
02-510,Warszawa,Mazowieckie,Warszawa,52.25,21
02-511,Warszawa,Mazowieckie,Warszawa,52.25,21
02-512,Warszawa,Mazowieckie,Warszawa,52.25,21
02-513,Warszawa,Mazowieckie,Warszawa,52.25,21
02-514,Warszawa,Mazowieckie,Warszawa,52.25,21
02-515,Warszawa,Mazowieckie,Warszawa,52.25,21
02-516,Warszawa,Mazowieckie,Warszawa,52.25,21
02-517,Warszawa,Mazowieckie,Warszawa,52.25,21
02-518,Warszawa,Mazowieckie,Warszawa,52.25,21
02-519,Warszawa,Mazowieckie,Warszawa,52.25,21
02-520,Warszawa,Mazowieckie,Warszawa,52.25,21
02-521,Warszawa,Mazowieckie,Warszawa,52.25,21
02-522,Warszawa,Mazowieckie,Warszawa,52.25,21
02-523,Warszawa,Mazowieckie,Warszawa,52.25,21
02-524,Warszawa,Mazowieckie,Warszawa,52.25,21
02-525,Warszawa,Mazowieckie,Warszawa,52.25,21
02-526,Warszawa,Mazowieckie,Warszawa,52.25,21
02-527,Warszawa,Mazowieckie,Warszawa,52.25,21
02-528,Warszawa,Mazowieckie,Warszawa,52.25,21
02-529,Warszawa,Mazowieckie,Warszawa,52.25,21
02-530,Warszawa,Mazowieckie,Warszawa,52.25,21
02-531,Warszawa,Mazowieckie,Warszawa,52.25,21
02-532,Warszawa,Mazowieckie,Warszawa,52.25,21
02-533,Warszawa,Mazowieckie,Warszawa,52.25,21
02-534,Warszawa,Mazowieckie,Warszawa,52.25,21
02-535,Warszawa,Mazowieckie,Warszawa,52.25,21
02-536,Warszawa,Mazowieckie,Warszawa,52.25,21
02-537,Warszawa,Mazowieckie,Warszawa,52.25,21
02-538,Warszawa,Mazowieckie,Warszawa,52.25,21
02-539,Warszawa,Mazowieckie,Warszawa,52.25,21
02-540,Warszawa,Mazowieckie,Warszawa,52.25,21
02-541,Warszawa,Mazowieckie,Warszawa,52.25,21
02-543,Warszawa,Mazowieckie,Warszawa,52.25,21
02-544,Warszawa,Mazowieckie,Warszawa,52.25,21
02-545,Warszawa,Mazowieckie,Warszawa,52.25,21
02-546,Warszawa,Mazowieckie,Warszawa,52.25,21
02-547,Warszawa,Mazowieckie,Warszawa,52.25,21
02-548,Warszawa,Mazowieckie,Warszawa,52.25,21
02-549,Warszawa,Mazowieckie,Warszawa,52.25,21
02-550,Warszawa,Mazowieckie,Warszawa,52.25,21
02-551,Warszawa,Mazowieckie,Warszawa,52.25,21
02-552,Warszawa,Mazowieckie,Warszawa,52.25,21
02-553,Warszawa,Mazowieckie,Warszawa,52.25,21
02-554,Warszawa,Mazowieckie,Warszawa,52.25,21
02-555,Warszawa,Mazowieckie,Warszawa,52.25,21
02-556,Warszawa,Mazowieckie,Warszawa,52.25,21
02-557,Warszawa,Mazowieckie,Warszawa,52.25,21
02-558,Warszawa,Mazowieckie,Warszawa,52.25,21
02-559,Warszawa,Mazowieckie,Warszawa,52.25,21
02-560,Warszawa,Mazowieckie,Warszawa,52.25,21
02-561,Warszawa,Mazowieckie,Warszawa,52.25,21
02-562,Warszawa,Mazowieckie,Warszawa,52.25,21
02-563,Warszawa,Mazowieckie,Warszawa,52.25,21
02-564,Warszawa,Mazowieckie,Warszawa,52.25,21
02-566,Warszawa,Mazowieckie,Warszawa,52.25,21
02-567,Warszawa,Mazowieckie,Warszawa,52.25,21
02-568,Warszawa,Mazowieckie,Warszawa,52.25,21
02-569,Warszawa,Mazowieckie,Warszawa,52.25,21
02-570,Warszawa,Mazowieckie,Warszawa,52.25,21
02-571,Warszawa,Mazowieckie,Warszawa,52.25,21
02-572,Warszawa,Mazowieckie,Warszawa,52.25,21
02-574,Warszawa,Mazowieckie,Warszawa,52.25,21
02-575,Warszawa,Mazowieckie,Warszawa,52.25,21
02-577,Warszawa,Mazowieckie,Warszawa,52.25,21
02-578,Warszawa,Mazowieckie,Warszawa,52.25,21
02-579,Warszawa,Mazowieckie,Warszawa,52.25,21
02-581,Warszawa,Mazowieckie,Warszawa,52.25,21
02-582,Warszawa,Mazowieckie,Warszawa,52.25,21
02-583,Warszawa,Mazowieckie,Warszawa,52.25,21
02-584,Warszawa,Mazowieckie,Warszawa,52.25,21
02-585,Warszawa,Mazowieckie,Warszawa,52.25,21
02-586,Warszawa,Mazowieckie,Warszawa,52.25,21
02-587,Warszawa,Mazowieckie,Warszawa,52.25,21
02-588,Warszawa,Mazowieckie,Warszawa,52.25,21
02-589,Warszawa,Mazowieckie,Warszawa,52.25,21
02-590,Warszawa,Mazowieckie,Warszawa,52.25,21
02-591,Warszawa,Mazowieckie,Warszawa,52.25,21
02-592,Warszawa,Mazowieckie,Warszawa,52.25,21
02-593,Warszawa,Mazowieckie,Warszawa,52.25,21
02-594,Warszawa,Mazowieckie,Warszawa,52.25,21
02-595,Warszawa,Mazowieckie,Warszawa,52.25,21
02-598,Warszawa,Mazowieckie,Warszawa,52.25,21
02-600,Warszawa,Mazowieckie,Warszawa,52.25,21
02-601,Warszawa,Mazowieckie,Warszawa,52.25,21
02-602,Warszawa,Mazowieckie,Warszawa,52.25,21
02-603,Warszawa,Mazowieckie,Warszawa,52.25,21
02-604,Warszawa,Mazowieckie,Warszawa,52.25,21
02-605,Warszawa,Mazowieckie,Warszawa,52.25,21
02-606,Warszawa,Mazowieckie,Warszawa,52.25,21
02-607,Warszawa,Mazowieckie,Warszawa,52.25,21
02-608,Warszawa,Mazowieckie,Warszawa,52.25,21
02-609,Warszawa,Mazowieckie,Warszawa,52.25,21
02-610,Warszawa,Mazowieckie,Warszawa,52.25,21
02-611,Warszawa,Mazowieckie,Warszawa,52.25,21
02-612,Warszawa,Mazowieckie,Warszawa,52.25,21
02-613,Warszawa,Mazowieckie,Warszawa,52.25,21
02-614,Warszawa,Mazowieckie,Warszawa,52.25,21
02-615,Warszawa,Mazowieckie,Warszawa,52.25,21
02-616,Warszawa,Mazowieckie,Warszawa,52.25,21
02-617,Warszawa,Mazowieckie,Warszawa,52.25,21
02-618,Warszawa,Mazowieckie,Warszawa,52.25,21
02-619,Warszawa,Mazowieckie,Warszawa,52.25,21
02-620,Warszawa,Mazowieckie,Warszawa,52.25,21
02-621,Warszawa,Mazowieckie,Warszawa,52.25,21
02-622,Warszawa,Mazowieckie,Warszawa,52.25,21
02-624,Warszawa,Mazowieckie,Warszawa,52.25,21
02-625,Warszawa,Mazowieckie,Warszawa,52.25,21
02-626,Warszawa,Mazowieckie,Warszawa,52.25,21
02-627,Warszawa,Mazowieckie,Warszawa,52.25,21
02-628,Warszawa,Mazowieckie,Warszawa,52.25,21
02-629,Warszawa,Mazowieckie,Warszawa,52.25,21
02-630,Warszawa,Mazowieckie,Warszawa,52.25,21
02-631,Warszawa,Mazowieckie,Warszawa,52.25,21
02-632,Warszawa,Mazowieckie,Warszawa,52.25,21
02-633,Warszawa,Mazowieckie,Warszawa,52.25,21
02-634,Warszawa,Mazowieckie,Warszawa,52.25,21
02-635,Warszawa,Mazowieckie,Warszawa,52.25,21
02-636,Warszawa,Mazowieckie,Warszawa,52.25,21
02-637,Warszawa,Mazowieckie,Warszawa,52.25,21
02-638,Warszawa,Mazowieckie,Warszawa,52.25,21
02-639,Warszawa,Mazowieckie,Warszawa,52.25,21
02-640,Warszawa,Mazowieckie,Warszawa,52.25,21
02-641,Warszawa,Mazowieckie,Warszawa,52.25,21
02-642,Warszawa,Mazowieckie,Warszawa,52.25,21
02-643,Warszawa,Mazowieckie,Warszawa,52.25,21
02-644,Warszawa,Mazowieckie,Warszawa,52.25,21
02-645,Warszawa,Mazowieckie,Warszawa,52.25,21
02-646,Warszawa,Mazowieckie,Warszawa,52.25,21
02-647,Warszawa,Mazowieckie,Warszawa,52.25,21
02-648,Warszawa,Mazowieckie,Warszawa,52.25,21
02-649,Warszawa,Mazowieckie,Warszawa,52.25,21
02-650,Warszawa,Mazowieckie,Warszawa,52.25,21
02-651,Warszawa,Mazowieckie,Warszawa,52.25,21
02-652,Warszawa,Mazowieckie,Warszawa,52.25,21
02-653,Warszawa,Mazowieckie,Warszawa,52.25,21
02-654,Warszawa,Mazowieckie,Warszawa,52.25,21
02-655,Warszawa,Mazowieckie,Warszawa,52.25,21
02-656,Warszawa,Mazowieckie,Warszawa,52.25,21
02-657,Warszawa,Mazowieckie,Warszawa,52.25,21
02-658,Warszawa,Mazowieckie,Warszawa,52.25,21
02-659,Warszawa,Mazowieckie,Warszawa,52.25,21
02-660,Warszawa,Mazowieckie,Warszawa,52.25,21
02-661,Warszawa,Mazowieckie,Warszawa,52.25,21
02-662,Warszawa,Mazowieckie,Warszawa,52.25,21
02-663,Warszawa,Mazowieckie,Warszawa,52.25,21
02-664,Warszawa,Mazowieckie,Warszawa,52.25,21
02-665,Warszawa,Mazowieckie,Warszawa,52.25,21
02-666,Warszawa,Mazowieckie,Warszawa,52.25,21
02-668,Warszawa,Mazowieckie,Warszawa,52.25,21
02-669,Warszawa,Mazowieckie,Warszawa,52.25,21
02-670,Warszawa,Mazowieckie,Warszawa,52.25,21
02-671,Warszawa,Mazowieckie,Warszawa,52.25,21
02-672,Warszawa,Mazowieckie,Warszawa,52.25,21
02-673,Warszawa,Mazowieckie,Warszawa,52.25,21
02-674,Warszawa,Mazowieckie,Warszawa,52.25,21
02-675,Warszawa,Mazowieckie,Warszawa,52.25,21
02-676,Warszawa,Mazowieckie,Warszawa,52.25,21
02-677,Warszawa,Mazowieckie,Warszawa,52.25,21
02-678,Warszawa,Mazowieckie,Warszawa,52.25,21
02-679,Warszawa,Mazowieckie,Warszawa,52.25,21
02-680,Warszawa,Mazowieckie,Warszawa,52.25,21
02-681,Warszawa,Mazowieckie,Warszawa,52.25,21
02-682,Warszawa,Mazowieckie,Warszawa,52.25,21
02-683,Warszawa,Mazowieckie,Warszawa,52.25,21
02-684,Warszawa,Mazowieckie,Warszawa,52.25,21
02-685,Warszawa,Mazowieckie,Warszawa,52.25,21
02-690,Warszawa,Mazowieckie,Warszawa,52.25,21
02-691,Warszawa,Mazowieckie,Warszawa,52.25,21
02-692,Warszawa,Mazowieckie,Warszawa,52.25,21
02-693,Warszawa,Mazowieckie,Warszawa,52.25,21
02-694,Warszawa,Mazowieckie,Warszawa,52.25,21
02-695,Warszawa,Mazowieckie,Warszawa,52.25,21
02-696,Warszawa,Mazowieckie,Warszawa,52.25,21
02-697,Warszawa,Mazowieckie,Warszawa,52.25,21
02-698,Warszawa,Mazowieckie,Warszawa,52.25,21
02-699,Warszawa,Mazowieckie,Warszawa,52.25,21
02-700,Warszawa,Mazowieckie,Warszawa,52.25,21
02-701,Warszawa,Mazowieckie,Warszawa,52.25,21
02-702,Warszawa,Mazowieckie,Warszawa,52.25,21
02-703,Warszawa,Mazowieckie,Warszawa,52.25,21
02-704,Warszawa,Mazowieckie,Warszawa,52.25,21
02-705,Warszawa,Mazowieckie,Warszawa,52.25,21
02-707,Warszawa,Mazowieckie,Warszawa,52.25,21
02-708,Warszawa,Mazowieckie,Warszawa,52.25,21
02-709,Warszawa,Mazowieckie,Warszawa,52.25,21
02-710,Warszawa,Mazowieckie,Warszawa,52.25,21
02-711,Warszawa,Mazowieckie,Warszawa,52.25,21
02-712,Warszawa,Mazowieckie,Warszawa,52.25,21
02-713,Warszawa,Mazowieckie,Warszawa,52.25,21
02-714,Warszawa,Mazowieckie,Warszawa,52.25,21
02-715,Warszawa,Mazowieckie,Warszawa,52.25,21
02-716,Warszawa,Mazowieckie,Warszawa,52.25,21
02-717,Warszawa,Mazowieckie,Warszawa,52.25,21
02-718,Warszawa,Mazowieckie,Warszawa,52.25,21
02-720,Warszawa,Mazowieckie,Warszawa,52.25,21
02-721,Warszawa,Mazowieckie,Warszawa,52.25,21
02-722,Warszawa,Mazowieckie,Warszawa,52.25,21
02-724,Warszawa,Mazowieckie,Warszawa,52.25,21
02-725,Warszawa,Mazowieckie,Warszawa,52.25,21
02-726,Warszawa,Mazowieckie,Warszawa,52.25,21
02-727,Warszawa,Mazowieckie,Warszawa,52.25,21
02-728,Warszawa,Mazowieckie,Warszawa,52.25,21
02-729,Warszawa,Mazowieckie,Warszawa,52.25,21
02-730,Warszawa,Mazowieckie,Warszawa,52.25,21
02-732,Warszawa,Mazowieckie,Warszawa,52.25,21
02-733,Warszawa,Mazowieckie,Warszawa,52.25,21
02-735,Warszawa,Mazowieckie,Warszawa,52.25,21
02-736,Warszawa,Mazowieckie,Warszawa,52.25,21
02-737,Warszawa,Mazowieckie,Warszawa,52.25,21
02-738,Warszawa,Mazowieckie,Warszawa,52.25,21
02-739,Warszawa,Mazowieckie,Warszawa,52.25,21
02-740,Warszawa,Mazowieckie,Warszawa,52.25,21
02-741,Warszawa,Mazowieckie,Warszawa,52.25,21
02-743,Warszawa,Mazowieckie,Warszawa,52.25,21
02-744,Warszawa,Mazowieckie,Warszawa,52.25,21
02-745,Warszawa,Mazowieckie,Warszawa,52.25,21
02-746,Warszawa,Mazowieckie,Warszawa,52.25,21
02-747,Warszawa,Mazowieckie,Warszawa,52.25,21
02-748,Warszawa,Mazowieckie,Warszawa,52.25,21
02-749,Warszawa,Mazowieckie,Warszawa,52.25,21
02-750,Warszawa,Mazowieckie,Warszawa,52.25,21
02-751,Warszawa,Mazowieckie,Warszawa,52.25,21
02-752,Warszawa,Mazowieckie,Warszawa,52.25,21
02-755,Warszawa,Mazowieckie,Warszawa,52.25,21
02-756,Warszawa,Mazowieckie,Warszawa,52.25,21
02-757,Warszawa,Mazowieckie,Warszawa,52.25,21
02-758,Warszawa,Mazowieckie,Warszawa,52.25,21
02-759,Warszawa,Mazowieckie,Warszawa,52.25,21
02-760,Warszawa,Mazowieckie,Warszawa,52.25,21
02-761,Warszawa,Mazowieckie,Warszawa,52.25,21
02-762,Warszawa,Mazowieckie,Warszawa,52.25,21
02-763,Warszawa,Mazowieckie,Warszawa,52.25,21
02-764,Warszawa,Mazowieckie,Warszawa,52.25,21
02-765,Warszawa,Mazowieckie,Warszawa,52.25,21
02-766,Warszawa,Mazowieckie,Warszawa,52.25,21
02-767,Warszawa,Mazowieckie,Warszawa,52.25,21
02-768,Warszawa,Mazowieckie,Warszawa,52.25,21
02-769,Warszawa,Mazowieckie,Warszawa,52.25,21
02-770,Warszawa,Mazowieckie,Warszawa,52.25,21
02-775,Warszawa,Mazowieckie,Warszawa,52.25,21
02-776,Warszawa,Mazowieckie,Warszawa,52.25,21
02-777,Warszawa,Mazowieckie,Warszawa,52.25,21
02-778,Warszawa,Mazowieckie,Warszawa,52.25,21
02-780,Warszawa,Mazowieckie,Warszawa,52.25,21
02-781,Warszawa,Mazowieckie,Warszawa,52.25,21
02-783,Warszawa,Mazowieckie,Warszawa,52.25,21
02-784,Warszawa,Mazowieckie,Warszawa,52.25,21
02-785,Warszawa,Mazowieckie,Warszawa,52.25,21
02-786,Warszawa,Mazowieckie,Warszawa,52.25,21
02-787,Warszawa,Mazowieckie,Warszawa,52.25,21
02-788,Warszawa,Mazowieckie,Warszawa,52.25,21
02-790,Warszawa,Mazowieckie,Warszawa,52.25,21
02-791,Warszawa,Mazowieckie,Warszawa,52.25,21
02-792,Warszawa,Mazowieckie,Warszawa,52.25,21
02-793,Warszawa,Mazowieckie,Warszawa,52.25,21
02-794,Warszawa,Mazowieckie,Warszawa,52.25,21
02-795,Warszawa,Mazowieckie,Warszawa,52.25,21
02-796,Warszawa,Mazowieckie,Warszawa,52.25,21
02-797,Warszawa,Mazowieckie,Warszawa,52.25,21
02-798,Warszawa,Mazowieckie,Warszawa,52.25,21
02-799,Warszawa,Mazowieckie,Warszawa,52.25,21
02-800,Warszawa,Mazowieckie,Warszawa,52.25,21
02-801,Warszawa,Mazowieckie,Warszawa,52.25,21
02-803,Warszawa,Mazowieckie,Warszawa,52.25,21
02-804,Warszawa,Mazowieckie,Warszawa,52.25,21
02-805,Warszawa,Mazowieckie,Warszawa,52.25,21
02-806,Warszawa,Mazowieckie,Warszawa,52.25,21
02-807,Warszawa,Mazowieckie,Warszawa,52.25,21
02-808,Warszawa,Mazowieckie,Warszawa,52.25,21
02-809,Warszawa,Mazowieckie,Warszawa,52.25,21
02-811,Warszawa,Mazowieckie,Warszawa,52.25,21
02-812,Warszawa,Mazowieckie,Warszawa,52.25,21
02-814,Warszawa,Mazowieckie,Warszawa,52.25,21
02-815,Warszawa,Mazowieckie,Warszawa,52.25,21
02-816,Warszawa,Mazowieckie,Warszawa,52.25,21
02-817,Warszawa,Mazowieckie,Warszawa,52.25,21
02-818,Warszawa,Mazowieckie,Warszawa,52.25,21
02-819,Warszawa,Mazowieckie,Warszawa,52.25,21
02-820,Warszawa,Mazowieckie,Warszawa,52.25,21
02-821,Warszawa,Mazowieckie,Warszawa,52.25,21
02-822,Warszawa,Mazowieckie,Warszawa,52.25,21
02-823,Warszawa,Mazowieckie,Warszawa,52.25,21
02-824,Warszawa,Mazowieckie,Warszawa,52.25,21
02-825,Warszawa,Mazowieckie,Warszawa,52.25,21
02-826,Warszawa,Mazowieckie,Warszawa,52.25,21
02-827,Warszawa,Mazowieckie,Warszawa,52.25,21
02-828,Warszawa,Mazowieckie,Warszawa,52.25,21
02-829,Warszawa,Mazowieckie,Warszawa,52.25,21
02-830,Warszawa,Mazowieckie,Warszawa,52.25,21
02-831,Warszawa,Mazowieckie,Warszawa,52.25,21
02-832,Warszawa,Mazowieckie,Warszawa,52.25,21
02-833,Warszawa,Mazowieckie,Warszawa,52.25,21
02-834,Warszawa,Mazowieckie,Warszawa,52.25,21
02-835,Warszawa,Mazowieckie,Warszawa,52.25,21
02-836,Warszawa,Mazowieckie,Warszawa,52.25,21
02-837,Warszawa,Mazowieckie,Warszawa,52.25,21
02-838,Warszawa,Mazowieckie,Warszawa,52.25,21
02-840,Warszawa,Mazowieckie,Warszawa,52.25,21
02-841,Warszawa,Mazowieckie,Warszawa,52.25,21
02-842,Warszawa,Mazowieckie,Warszawa,52.25,21
02-843,Warszawa,Mazowieckie,Warszawa,52.25,21
