Postal Code,Place Name,County,Latitude,Longitude
67014,Dubrov? k.,Lazdij? r. sav.,54.2333,23.8167
67019,Kanauk? k.,Lazdij? r. sav.,54.2333,23.8167
67027,Deg?si? k.,Druskinink? sav.,54.0909,23.8587
67035,Macevi?i? k.,Druskinink? sav.,54,23.65
67039,Jezdo k.,Lazdij? r. sav.,54,23.65
67043,Barteli? k.,Lazdij? r. sav.,54.1,23.7
67047,Puodzišk?s k.,Lazdij? r. sav.,54.1,23.7
67055,Virbali? k.,Lazdij? r. sav.,54.2134,23.6198
67067,B?dos k.,Lazdij? r. sav.,54.3667,23.4333
67071,Krosna,Lazdij? r. sav.,54.3833,23.55
67083,Balabost?s k.,Lazdij? r. sav.,54.3,23.4333
68001,Siberijos k.,Marijampol?s sav.,54.5667,23.35
69001,Uosin?s k.,Marijampol?s sav.,54.6024,23.419
69005,Nadpali? k.,Marijampol?s sav.,54.6024,23.419
69009,Navik? k.,Marijampol?s sav.,54.6024,23.419
69013,Varnupi? k.,Marijampol?s sav.,54.5,23.5833
69016,Bevardiški? k.,Marijampol?s sav.,54.5,23.5833
69022,B?dbali? k.,Marijampol?s sav.,54.4833,23.35
69026,Buktos k.,Marijampol?s sav.,54.4833,23.35
69030,Zubri? k.,Kalvarijos sav.,54.4,23.2333
69037,Sen?j? Alksn?n? k.,Kalvarijos sav.,54.4,23.2333
69044,Liubavo k.,Kalvarijos sav.,54.6024,23.419
69047,Egliški? k.,Kalvarijos sav.,54.6024,23.419
69052,Gulbiniški? k.,Kalvarijos sav.,54.6024,23.419
69065,Šunskai,Marijampol?s sav.,54.65,23.3167
69068,Vin?? glžk. st.,Marijampol?s sav.,54.65,23.3167
69071,Grieši? k.,Kazl? R?dos sav.,54.6024,23.419
69074,Šiaudad?š?s k.,Kazl? R?dos sav.,54.6024,23.419
69080,?e?et? k.,Kazl? R?dos sav.,54.7667,23.4833
69083,Kazl? R?da,Kazl? R?dos sav.,54.7667,23.5
69088,?žuol? B?dos k.,Kazl? R?dos sav.,54.7667,23.4917
69091,R?kaviškio k.,Kazl? R?dos sav.,54.65,23.4667
69094,Sasnava,Marijampol?s sav.,54.65,23.4667
69097,Zuikiški? k.,Marijampol?s sav.,54.65,23.4667
70001,Vekeriotiški? k.,Vilkaviškio r. sav.,54.6517,23.0322
70009,Dabravol?s k.,Vilkaviškio r. sav.,54.6517,23.0322
70013,Baltrakio k.,Vilkaviškio r. sav.,54.55,23.15
70017,Bardausk? k.,Vilkaviškio r. sav.,54.55,23.15
70021,Bartninkai,Vilkaviškio r. sav.,55.1167,23.1167
70029,Graužini? k.,Vilkaviškio r. sav.,54.4667,22.9214
70037,Višty?io ll Lauko k.,Vilkaviškio r. sav.,54.4544,22.7111
70045,Padvarniški? k.,Vilkaviškio r. sav.,54.6523,22.9629
70053,Moliniški? k.,Vilkaviškio r. sav.,54.6523,22.9629
70057,Vanagin?s k.,Vilkaviškio r. sav.,54.6523,22.9629
70061,Virbalio miesto lauk? k.,Vilkaviškio r. sav.,54.6267,22.8169
70065,Žagr?n? k.,Vilkaviškio r. sav.,54.6356,22.7383
70069,Gustai?i? k.,Vilkaviškio r. sav.,54.6311,22.7776
70073,Augal? k.,Vilkaviškio r. sav.,54.6523,22.9629
70085,Pilviškiai,Vilkaviškio r. sav.,54.7167,23.2167
71001,Šilgali? k.,Šaki? r. sav.,54.9547,23.0358
71005,Bartk? k.,Šaki? r. sav.,54.95,23.1833
71009,Staliori? k.,Šaki? r. sav.,54.9524,23.1096
71013,Andri?nišk?s k.,Šaki? r. sav.,55.0667,23.4417
71017,Šuk?t?li? k.,Šaki? r. sav.,55.0667,23.4417
71021,Tirm?n? k.,Šaki? r. sav.,54.9667,23.5
71029,Zaveck? k.,Kazl? R?dos sav.,54.9667,23.5
71033,Pavaitupi? k.,Šaki? r. sav.,54.9386,23.1607
71037,Baltruši? k.,Šaki? r. sav.,54.9386,23.1607
71041,Stugu?i? k.,Šaki? r. sav.,54.85,23.1667
71045,Vyžpini? k.,Šaki? r. sav.,54.8,23.0167
71049,Kudirkos Naumiestis,Šaki? r. sav.,54.7731,22.8631
71057,Tarpu?i? k.,Šaki? r. sav.,54.8794,22.9819
71061,Gustainiški? k.,Šaki? r. sav.,54.9386,23.1607
71065,Šilinink? k.,Šaki? r. sav.,54.9386,23.1607
71069,Kušliki? k.,Šaki? r. sav.,54.9386,23.1607
71073,Šiurpiški? k.,Šaki? r. sav.,54.9386,23.1607
71077,Burgai?i? k.,Šaki? r. sav.,54.9386,23.1607
71081,Deg?si? k.,Šaki? r. sav.,55.0792,22.9758
71085,Gelgaudiškis,Šaki? r. sav.,55.0792,22.9758
71093,Bunik?li? k.,Šaki? r. sav.,54.9386,23.1607
72001,Taurag?,Taurag?s r. sav.,55.2522,22.2897
72028,Panemun?,Pag?gi? sav.,54.85,23.9667
73001,Gaur?,Taurag?s r. sav.,55.2436,22.4658
73004,Buveini? k.,Taurag?s r. sav.,55.2436,22.4658
73010,Griežpelki? ll k.,Taurag?s r. sav.,55.3108,22.0308
73014,Trumpinink? k.,Taurag?s r. sav.,55.3108,22.0308
73017,Trumpiški? k.,Taurag?s r. sav.,55.3108,22.0308
73021,Pagramantis,Taurag?s r. sav.,55.365,22.2328
73025,Ringali? k.,Taurag?s r. sav.,55.3858,22.4085
73028,Kirkli? k.,Taurag?s r. sav.,55.4067,22.5842
73032,Lankinink? k.,Taurag?s r. sav.,55.3494,22.5142
74001,Jurbarkas,Jurbarko r. sav.,55.0778,22.7664
74006,Daini? l k.,Jurbarko r. sav.,55.0767,22.6731
74009,Smalininkai,Jurbarko r. sav.,55.0756,22.5797
74012,Viešvil?,Jurbarko r. sav.,55.0742,22.3842
74015,Pavidaujo l k.,Jurbarko r. sav.,55.0742,22.3842
74018,Mikutai?i? l k.,Jurbarko r. sav.,55.0742,22.3842
74021,Eržvilkas,Jurbarko r. sav.,55.2631,22.7211
74024,Paupynio k.,Jurbarko r. sav.,55.2631,22.7211
74027,Daug?li? k.,Jurbarko r. sav.,55.2631,22.7211
74030,Šilkalnio k.,Jurbarko r. sav.,55.2553,22.9189
74033,Šimkai?iai,Jurbarko r. sav.,55.2303,22.9947
74036,Stakiai,Jurbarko r. sav.,55.1833,23.0833
74039,Gudži?n? k.,Jurbarko r. sav.,55.223,22.999
74042,Želmen? k.,Jurbarko r. sav.,54.9419,22.9953
74045,Pavietavos k.,Jurbarko r. sav.,54.9419,22.9953
74048,Sprukt? k.,Jurbarko r. sav.,54.9419,22.9953
74051,Gadvaiš? k.,Jurbarko r. sav.,55.0833,23.4167
74054,Gysten? k.,Jurbarko r. sav.,55.0917,23.275
74057,Parevi? k.,Jurbarko r. sav.,55.1,23.1333
74060,Kartup?n? ll k.,Jurbarko r. sav.,55.1285,22.8994
74063,Paantvardžio k.,Jurbarko r. sav.,55.1285,22.8994
75001,Zobelijos k.,Šilal?s r. sav.,55.4906,22.1814
75008,Kazok? k.,Šilal?s r. sav.,55.4906,22.1814
75011,Vaidatoni? k.,Šilal?s r. sav.,55.4492,22.445
75014,Ling?s k.,Šilal?s r. sav.,55.4492,22.445
75017,Didkiemio k.,Šilal?s r. sav.,55.4492,22.445
75020,Palaivio k.,Šilal?s r. sav.,55.4242,22.0251
75023,Adomavo k.,Šilal?s r. sav.,55.4617,21.9122
75026,Kekišk?s k.,Šilal?s r. sav.,55.4672,21.9882
75029,?žuolijos k.,Šilal?s r. sav.,55.5589,21.9903
75032,Šeru?i? k.,Šilal?s r. sav.,55.6269,22.1983
75035,Kadario k.,Šilal?s r. sav.,55.6269,22.1983
75038,Gulb?s k.,Šilal?s r. sav.,55.6269,22.1983
75041,Norvaiši? k.,Šilal?s r. sav.,55.5639,22.4514
75044,Mažuoli? k.,Šilal?s r. sav.,55.5639,22.4514
75047,Griguli? k.,Šilal?s r. sav.,55.5639,22.4514
76001,Voveriški? k.,Šiauli? r. sav.,55.9333,23.3167
78007,Šiauliai,Šiauli? m. sav.,55.9333,23.3167
79001,Šiauliai,Šiauli? m. sav.,55.9333,23.3167
80001,Kairiai,Šiauli? r. sav.,55.9167,23.4333
80010,Bazilionai,Šiauli? r. sav.,55.8,23.1333
80013,Motai?i? k.,Šiauli? r. sav.,55.8167,23.0917
80016,Bubi? k.,Šiauli? r. sav.,55.8167,23.0917
80019,Kurtuv?nai,Šiauli? r. sav.,55.8333,23.05
80025,Bit?n? k.,Šiauli? r. sav.,55.9828,23.1311
80028,Kužiai,Šiauli? r. sav.,55.9828,23.1311
81001,Daržišk?s k.,Šiauli? r. sav.,55.985,22.9189
81006,Dirvon?n? k.,Šiauli? r. sav.,55.985,22.9189
81009,Raud?n? k.,Šiauli? r. sav.,55.985,22.9189
81015,Šakyna,Šiauli? r. sav.,56.1794,23.1244
81018,Šiupyli? k.,Šiauli? r. sav.,56.1794,23.1244
81021,Verb?n? k.,Šiauli? r. sav.,56.074,23.2347
81024,Maldeni? k.,Šiauli? r. sav.,56.074,23.2347
81030,Naisi? k.,Šiauli? r. sav.,56.0781,23.1282
81033,Gink?n? k.,Šiauli? r. sav.,56.0781,23.1282
82001,Liutkiški? k.,Radviliškio r. sav.,55.8417,23.5167
82007,Šeduva,Radviliškio r. sav.,55.7667,23.7667
82010,Asteikiai,Radviliškio r. sav.,55.691,23.6321
82025,Paberž?li? k.,Radviliškio r. sav.,55.6333,23.7167
82028,Sk?mi? k.,Radviliškio r. sav.,55.6333,23.7167
82034,Guj?n? k.,Radviliškio r. sav.,55.5667,23.6333
82037,Pašušvys,Radviliškio r. sav.,55.5833,23.6
82040,Liepkalnio k.,Radviliškio r. sav.,55.5833,23.4167
82043,Šiaul?nai,Radviliškio r. sav.,55.6833,23.4
82046,Tyruliai,Radviliškio r. sav.,55.7833,23.35
82052,Aukštelk? k.,Radviliškio r. sav.,55.85,23.6333
82055,Alksniupi? k.,Radviliškio r. sav.,55.6889,23.7722
82058,Pakiršinio k.,Radviliškio r. sav.,55.6083,23.8417
83001,Kirponi? k.,Pakruojo r. sav.,55.9667,23.8667
83004,Sitk?n? k.,Pakruojo r. sav.,55.9333,23.95
83013,Beržin?s k.,Pakruojo r. sav.,56.0701,23.8769
83022,Vil?nai?i? k.,Pakruojo r. sav.,56.0042,23.6558
83025,Mikni?n? k.,Pakruojo r. sav.,56.0818,23.736
83028,Laitiešini? k.,Pakruojo r. sav.,56.1594,23.8161
83031,Laumeki? k.,Pakruojo r. sav.,56.2717,24
83034,Ži?i?n? k.,Pakruojo r. sav.,56.2717,24
83037,Butni?n? k.,Pakruojo r. sav.,56.2717,24
83040,Raudonpam?šio k.,Pakruojo r. sav.,56.0856,23.9725
83046,Ruponi? k.,Pakruojo r. sav.,56.0856,23.9725
83052,Kalneli? k.,Pakruojo r. sav.,56.0701,23.8769
84001,Maldeni? k.,Joniškio r. sav.,56.2403,23.6153
84007,Jonai?i? k.,Joniškio r. sav.,56.2403,23.6153
84010,Berž?n? k.,Joniškio r. sav.,56.3592,23.25
84016,Rukai?i? k.,Joniškio r. sav.,56.3592,23.25
84019,Ž??i? k.,Joniškio r. sav.,56.3592,23.25
84025,Skaistgirys,Joniškio r. sav.,56.3072,23.3861
84028,Spiraki? k.,Joniškio r. sav.,56.3072,23.3861
84031,Butau?i? k.,Joniškio r. sav.,56.3022,23.4171
84034,Mišeiki? k.,Joniškio r. sav.,56.3022,23.4171
84037,Ragaiši? k.,Joniškio r. sav.,56.3022,23.4171
85001,Saunori? k.,Akmen?s r. sav.,56.3167,22.9
85007,Kruopiai,Akmen?s r. sav.,56.2422,23.0189
85010,Kriokli? k.,Akmen?s r. sav.,56.15,22.8
85013,Alkiški? k.,Akmen?s r. sav.,56.175,22.75
85019,Jonai?i? k.,Akmen?s r. sav.,56.2,22.7
85022,Akmen?,Akmen?s r. sav.,56.25,22.75
85037,Kivyli? k.,Akmen?s r. sav.,56.2318,22.8338
86001,Pažvarkulio k.,Kelm?s r. sav.,55.6339,22.9342
86011,Zakeliški? k.,Kelm?s r. sav.,55.5667,22.95
86017,Elenavos k.,Kelm?s r. sav.,55.5667,22.95
86026,Gevili? k.,Kelm?s r. sav.,55.6031,22.6903
86036,Želvi? k.,Kelm?s r. sav.,55.7803,22.6547
86043,Šauk?nai,Kelm?s r. sav.,55.8111,22.8831
86046,Vikrai?i? k.,Kelm?s r. sav.,55.8111,22.8831
86052,Gardeli? k.,Kelm?s r. sav.,55.6403,22.8083
86061,Ruteli? k.,Kelm?s r. sav.,55.6,23.2
86065,Dr?ktenišk?s k.,Kelm?s r. sav.,55.5894,22.6541
87001,Purpli? k.,Telši? r. sav.,55.9814,22.2472
88001,Degai?i? k.,Telši? r. sav.,56.0167,22.3667
88006,Birik? k.,Telši? r. sav.,56.0167,22.3667
88011,Tryškiai,Telši? r. sav.,56.0667,22.5833
88019,D?seikiai,Telši? r. sav.,55.9667,22.45
88028,Bes?i? k.,Telši? r. sav.,55.9456,22.3986
88033,Juci? k.,Telši? r. sav.,55.8947,22.5258
88050,Alekšion? k.,Telši? r. sav.,55.7406,22.3644
88061,Arišk?s k.,Telši? r. sav.,55.8394,22.2056
88068,Parakauski? k.,Telši? r. sav.,55.8394,22.2056
88075,Uiki? k.,Telši? r. sav.,56.0667,22.2167
88085,Nevar?nai,Telši? r. sav.,56.1,22.2833
88094,Nerimdai?iai,Telši? r. sav.,56.0833,22.4167
89001,Mažeikiai,Mažeiki? r. sav.,56.3167,22.3333
89021,Leckava,Mažeiki? r. sav.,56.3833,22.25
89031,Užliekn?s k.,Mažeiki? r. sav.,56.2667,22.3167
89046,Skuodišk?s k.,Mažeiki? r. sav.,56.3104,22.3167
89051,Pašerkšn?s k.,Mažeiki? r. sav.,56.1667,22.1
89066,Kuki? k.,Mažeiki? r. sav.,56.3104,22.3167
89071,Senmiest?s k.,Mažeiki? r. sav.,56.4167,22.1167
89076,Bugeni? k.,Mažeiki? r. sav.,56.4167,22.1167
89079,Milteni? k.,Mažeiki? r. sav.,56.4167,22.1167
89082,Griež?s k.,Mažeiki? r. sav.,56.3833,22.5667
89085,Purpli? k.,Mažeiki? r. sav.,56.3833,22.5667
89091,Vilioši? k.,Mažeiki? r. sav.,56.2333,22.5167
89094,Svirkan?i? k.,Mažeiki? r. sav.,56.2333,22.5167
89097,Plienaki? k.,Mažeiki? r. sav.,56.2333,22.5167
90001,SB „Vaivorykšt?“,Plung?s r. sav.,55.9114,21.8442
90006,Zalep?g? k.,Plung?s r. sav.,55.9114,21.8442
90009,Keturaki? k.,Plung?s r. sav.,55.9114,21.8442
90012,Gr?ž?i? k.,Rietavo sav.,55.7194,21.9311
90015,Eidinink? k.,Rietavo sav.,55.7194,21.9311
90018,Užpeli? k.,Rietavo sav.,55.7194,21.9311
90021,Vitk? k.,Rietavo sav.,55.8,21.65
90024,Vieštov?n? k.,Plung?s r. sav.,55.8,21.65
90027,Aleksandravo k.,Plung?s r. sav.,55.8,21.65
90030,Šateiki? k.,Plung?s r. sav.,56.0833,21.9167
90036,Paežer?s R?dai?i? k.,Plung?s r. sav.,56.05,21.8167
90039,Žemai?i? Kalvarija,Plung?s r. sav.,56.1167,22.0167
90042,Als?džiai,Plung?s r. sav.,56.0333,22.05
90045,Svirpli? k.,Plung?s r. sav.,56.0333,22.05
91001,Pakamori? k.,Klaip?dos r. sav.,55.7172,21.1175
91022,Drevernos k.,Klaip?dos r. sav.,55.7172,21.1175
91023,Kumpon? k.,Kretingos r. sav.,55.7172,21.1175
93012,Neringa,Neringos sav.,55.3719,21.0647
93017,Neringa,Neringos sav.,55.3719,21.0647
94007,Laist? k.,Klaip?dos r. sav.,55.7172,21.1175
96001,Gelžini? k.,Klaip?dos r. sav.,55.7128,21.4033
96008,Antkop?io k.,Klaip?dos r. sav.,55.7167,21.4833
96011,Dovilai,Klaip?dos r. sav.,55.6619,21.3572
96014,Plikiai,Klaip?dos r. sav.,55.7833,21.2833
96020,Grobšt? k.,Klaip?dos r. sav.,55.6006,21.5969
96026,Šukai?i? k.,Klaip?dos r. sav.,55.6006,21.5969
96032,Judr?nai,Klaip?dos r. sav.,55.5833,21.8167
96035,Šil?n? k.,Klaip?dos r. sav.,55.5833,21.8167
96041,Švepeli? k.,Klaip?dos r. sav.,55.6851,21.2633
96044,Šliki? k.,Klaip?dos r. sav.,55.8167,21.2
96047,Priekul?,Klaip?dos r. sav.,55.5536,21.3267
97001,Kretinga,Kretingos r. sav.,55.8758,21.2508
97011,SB „Medvalkis“,Kretingos r. sav.,55.9701,21.3861
97014,R?dai?i? k.,Kretingos r. sav.,55.9701,21.3861
97017,Gen?? k.,Kretingos r. sav.,55.9701,21.3861
97023,Rubinišk?s k.,Kretingos r. sav.,56.0167,21.25
97029,Kaln? k.,Kretingos r. sav.,56.0167,21.25
97035,Juodup?n? k.,Kretingos r. sav.,56.0667,21.5667
97038,Šalyno k.,Kretingos r. sav.,56.0667,21.5667
97041,Žadeiki? k.,Kretingos r. sav.,55.9211,21.4769
98001,Gurstišk?s k.,Skuodo r. sav.,56.2667,21.5333
98008,Gailai?i? k.,Skuodo r. sav.,56.2667,21.5333
98014,Mockai?i? k.,Skuodo r. sav.,56.1667,21.8667
98017,Burvi? k.,Skuodo r. sav.,56.1667,21.8667
98023,Mikyt? k.,Skuodo r. sav.,56.1667,21.5833
98026,Palauk?s k.,Skuodo r. sav.,56.1667,21.5833
98032,Šakali? k.,Skuodo r. sav.,56.1833,21.3167
98038,Litvin? k.,Skuodo r. sav.,56.1833,21.3167
98041,Dilbiki? k.,Skuodo r. sav.,56.2133,21.63
98044,Veiteli? k.,Skuodo r. sav.,56.2133,21.63
98047,Aleksandrijos k.,Skuodo r. sav.,56.2133,21.63
98050,Ylakai?i? k.,Skuodo r. sav.,56.2833,21.85
99001,SB „Gintaras“,Šilut?s r. sav.,55.3489,21.4831
99005,Sugint? k.,Šilut?s r. sav.,55.3592,21.7022
99011,Kažem?k? k.,Šilut?s r. sav.,55.2867,21.8278
99014,Šlep? k.,Pag?gi? sav.,55.2867,21.8278
99023,Vartuliški? k.,Pag?gi? sav.,55.12,22.1286
99032,Pag?giai,Pag?gi? sav.,55.1381,21.9089
99035,Berštinink? k.,Pag?gi? sav.,55.1381,21.9089
99038,D?kint? k.,Šilut?s r. sav.,55.1381,21.9089
99044,Tautiški? k.,Šilut?s r. sav.,55.2964,21.3758
99047,Vorusn?s k.,Šilut?s r. sav.,55.2964,21.3758
99050,Stankiški? k.,Šilut?s r. sav.,55.4181,21.2633
99053,Ais?n? k.,Šilut?s r. sav.,55.4181,21.2633
99056,Jonik? k.,Šilut?s r. sav.,55.5197,21.6208
99060,Alkos k.,Šilut?s r. sav.,55.3858,21.7631
99063,Snukali? k.,Šilut?s r. sav.,55.4067,21.6617
99069,Buikišk?s k.,Šilut?s r. sav.,55.365,21.8644
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
